SonicWALL SKU,Networking/ISG SKUs (TZ500 and above),Partner Software (Nexus/Tracker SKUs) TZ400 and below,Partner Software (Harmony SKUs) TZ400 and below,SonicWALL Product Description ,MSRP (USD),SecureFirst Discount Eligibility,Minimum Advertised Price (MAP),Hardware/Software,Special Requirements,Notes
01-SSC-4770,N/A,0,0,STANDARD SUPPORT FOR THE TZ 215 SERIES 2YR,345,Y,345,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4771,N/A,0,0,STANDARD SUPPORT FOR THE TZ 215 SERIES 3YR,488,Y,488,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4772,N/A,0,0,STANDARD SUPPORT FOR THE TZ 215 SERIES 4YR,645,Y,645,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4775,N/A,0,0,24X7 SUPPORT FOR THE TZ 215 SERIES 1YR,286,Y,286,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4776,N/A,0,0,24X7 SUPPORT FOR THE TZ 215 SERIES 2YR,494,Y,494,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4777,N/A,0,0,24X7 SUPPORT FOR THE TZ 215 SERIES 3YR,676,Y,676,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4778,N/A,0,0,24X7 SUPPORT FOR THE TZ 215 SERIES 4YR,915,Y,915,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4787,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 215 (1 YR),468,Y,468,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-4788,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 215 (2 YR),793,Y,793,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-4789,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 215 (3 YR),1118,Y,1118,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-4793,N/A,A9613510,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 215 SERIES (1 YR),579,Y,579,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-4794,N/A,A9613509,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 215 SERIES (2 YR),806,Y,806,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-4795,N/A,A9613508,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 215 SERIES (3 YR),1138,Y,1138,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-4796,N/A,0,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 215 SERIES (4 YEARS),1612,Y,1612,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-4799,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR THE TZ 205 SERIES (1 YR)",221,Y,221,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service, Cloud AV and Application Control (Does not include App Visualization and Geo-IP)"
01-SSC-4800,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR THE TZ 205 SERIES (2 YR)",338,Y,338,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service, Cloud AV and Application Control (Does not include App Visualization and Geo-IP)"
01-SSC-4801,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR THE TZ 205 SERIES (3 YR)",475,Y,475,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service, Cloud AV and Application Control (Does not include App Visualization and Geo-IP)"
01-SSC-4805,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 205 SERIES (1 YR),299,Y,299,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-4806,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 205 SERIES (2 YR),455,Y,455,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-4807,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 205 SERIES (3 YR),533,Y,533,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-4811,N/A,A9615707,0,STANDARD SUPPORT FOR THE TZ 205 SERIES 1YR,156,Y,156,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4812,N/A,0,0,STANDARD SUPPORT FOR THE TZ 205 SERIES 2YR,260,Y,260,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4813,N/A,0,0,STANDARD SUPPORT FOR THE TZ 205 SERIES 3YR,351,Y,351,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4817,N/A,0,0,24X7 SUPPORT FOR THE TZ 205 SERIES 1YR,182,Y,182,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4818,N/A,0,0,24X7 SUPPORT FOR THE TZ 205 SERIES 2YR,312,Y,312,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4819,N/A,0,0,24X7 SUPPORT FOR THE TZ 205 SERIES 3YR,429,Y,429,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4832,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 205 (1 YR),293,Y,293,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-4833,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 205 (2 YR),494,Y,494,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-4834,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 205 (3 YR),696,Y,696,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-4838,N/A,A9613521,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 205 SERIES (1 YR),442,Y,442,S,0,"BEST VALUE-Comprehensive Security Suite subscription includes- Gateway Anti-Virus, Anti-Spyware and Intrusion Prevention Services, Content Filtering Premium Service and 24x7 Support."
01-SSC-4839,N/A,A9613512,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 205 SERIES (2 YR),663,Y,663,S,0,"BEST VALUE-Comprehensive Security Suite subscription includes- Gateway Anti-Virus, Anti-Spyware and Intrusion Prevention Services, Content Filtering Premium Service and 24x7 Support."
01-SSC-4840,N/A,A9613511,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 205 SERIES (3 YR),819,Y,819,S,0,"BEST VALUE-Comprehensive Security Suite subscription includes- Gateway Anti-Virus, Anti-Spyware and Intrusion Prevention Services, Content Filtering Premium Service and 24x7 Support."
01-SSC-4844,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR THE TZ 105 SERIES (1 YR)",150,Y,150,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service, Cloud AV and Application Control (Does not include App Visualization and Geo-IP)"
01-SSC-4845,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR THE TZ 105 SERIES (2 YR)",254,Y,254,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service, Cloud AV and Application Control (Does not include App Visualization and Geo-IP)"
01-SSC-4846,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR THE TZ 105 SERIES (3 YR)",345,Y,345,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service, Cloud AV and Application Control (Does not include App Visualization and Geo-IP)"
01-SSC-4850,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 105 SERIES (1 YR),143,Y,143,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-4851,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 105 SERIES (2 YR),247,Y,247,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-4852,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ 105 SERIES (3 YR),345,Y,345,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activites.
01-SSC-4856,N/A,A9615709,0,STANDARD SUPPORT FOR THE TZ 105 SERIES 1YR,91,Y,91,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4857,N/A,0,0,STANDARD SUPPORT FOR THE TZ 105 SERIES 2YR,156,Y,156,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4858,N/A,0,0,STANDARD SUPPORT FOR THE TZ 105 SERIES 3YR,215,Y,215,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4862,N/A,0,0,24X7 SUPPORT FOR THE TZ 105 SERIES 1YR,117,Y,117,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4863,N/A,0,0,24X7 SUPPORT FOR THE TZ 105 SERIES 2YR,202,Y,202,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4864,N/A,0,0,24X7 SUPPORT FOR THE TZ 105 SERIES 3YR,286,Y,286,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-4871,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 105 (1 YR),176,Y,176,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 Users
01-SSC-4872,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 105 (2 YR),235,Y,235,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 Users
01-SSC-4873,N/A,0,0,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ 105 (3 YR),320,Y,320,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 Users
01-SSC-4877,N/A,A9613526,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 105 SERIES (1 YR),299,Y,299,S,0,"BEST VALUE-Comprehensive Security Suite subscription includes- Gateway Anti-virus, Anti-Spyware and Intrusion Prevention Services, Content Filtering Premium Service and 24x7 Support."
01-SSC-4878,N/A,A9613525,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 105 SERIES (2 YR),384,Y,384,S,0,"BEST VALUE-Comprehensive Security Suite subscription includes- Gateway Anti-virus, Anti-Spyware and Intrusion Prevention Services, Content Filtering Premium Service and 24x7 Support."
01-SSC-4879,N/A,A9613523,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR THE TZ 105 SERIES (3 YR),533,Y,533,S,0,"BEST VALUE-Comprehensive Security Suite subscription includes- Gateway Anti-virus, Anti-Spyware and Intrusion Prevention Services, Content Filtering Premium Service and 24x7 Support."
01-SSC-5030,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 10USER 1YR,200,Y,200,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5031,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 10USER 2YR,340,Y,340,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5032,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 10USER 3YR,465,Y,465,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5033,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 25USER 1YR,450,Y,450,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5034,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 25USER 2YR,765,Y,765,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5035,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 25USER 3YR,1055,Y,1055,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5036,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 50USER 1YR,810,Y,810,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5037,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 50USER 2YR,1375,Y,1375,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5038,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 50USER 3YR,1895,Y,1895,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5039,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 100USER 1YR,1455,Y,1455,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5040,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 100USER 2YR,2480,Y,2480,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5041,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 100USER 3YR,3415,Y,3415,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5042,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 250USER 1YR,3100,Y,3100,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
01-SSC-5043,N/A,0,0,HOSTED EMAIL SECURITY AND 24X7 SUPPORT 250USER 2YR,5265,Y,5265,S,0,"SonicWALL Hosted Email Security  and Dynamic Support 24x7 - 
Provides cloud based protection from inbound and outbound threats including spam, phishing, zombie attacks and malware. It includes SonicWALL GRID Anti-Virus, SonicWALL Time Zero, and Premium Email Anti-Virus.  Email spooling, per user junkbox, LDAP server support. Comes with SonicWALL Dynamic 24x7  support. No on-premises installation required."
